, AUS, AUT, BEL, CAN, CZE, DNK, FIN, FRA, DEU, GRC, HUN, ISL, IRL, ITA, JPN, KOR, LUX, MEX, NLD, NZL, NOR, POL, PRT, SVK, ESP, SWE, CHE, TUR, GBR, USA, BRA, CHL, CHN, COL, EST, IND, IDN, ISR, RUS, SVN, ZAF, DEW, LVA, LTU, SAU, EA19, ARG, CRI, BGR, HRV, CYP, MLT, ROU, MKD, MDG, MAR, ZMB, SRB, HKG, EU27_2020, ALB, SGP, GEO, CMR, SEN
AUS, 1.0, 0.47253762118323744, 0.7203550232841832, 0.828659889686126, 0.828659889686126, 0.1190476, 1.2639824797843666, 1.1862844615691224, 0.43656902513632134, 10.14137731284288, 0.01488095, 1.4362303290990193, 1.6876353821320158, 2.766095803411548, 0.0024801583333333333, 0.00322746617573466, 0.7203550232841832, 71.42855999999999, 0.5435354578239028, 1.0, 0.124999930000028, 2232.1425, 6.2261652394633344, 6.2261652394633344, 2.122272455004421, 0.17259245226851413, 0.20417727163585223, 99206.33333333333, 2.142855085715931, 0.892857, -, 129.85122164048866, 0.3626832950890991, 0.05480452061781032, 0.05480452061781032, 0.1190476, 0.00301343945660139, 2551.02, 2551.02, 2551.02, 1.24999930000028, 0.43656902513632134, 0.43656902513632134, 0.43656902513632134, 0.19841266666666668, 0.19841266666666668, -, 0.1347708679245283, 763.125641025641, 763.125641025641, 1.254157079888414, 0.919927712804704, 1488.0950000000003, 1488.0950000000003, 0.018084791353558595, 0.17643686678562748, 1.24999930000028, 1.24999930000028, 0.14732155232155233, 0.14732155232155233, 0.14732155232155233, 0.29166704777833674, 0.29166704777833674, 0.0036065603118674103, 0.0036065603118674103
AUT, 2.116233618597379, 1.0, 1.5244395175994863, 1.7536379169369756, 1.7536379169369756, 0.2519325333333333, 2.6748822170377586, 2.5104550587922674, 0.9238820478317674, 21.461523608318853, 0.031491566666666665, 3.0393989064885223, 3.571430731602206, 5.853704931440644, 0.0052485944444444444, 0.006830072423975603, 1.5244395175994863, 151.15952, 1.1502480087466609, 2.116233618597379, 0.26452905418837835, 4723.735, 13.176020194694708, 13.176020194694708, 4.491224317103549, 0.3652459498067931, 0.43208680638927954, 209943.77777777778, 4.5347819721744225, 1.889494, -, 274.7955206515416, 0.7675225819712251, 0.11597916898252339, 0.11597916898252339, 0.2519325333333333, 0.006377141885667678, 5398.5542857142855, 5398.5542857142855, 5398.5542857142855, 2.6452905418837833, 0.9238820478317674, 0.9238820478317674, 0.9238820478317674, 0.41988755555555557, 0.41988755555555557, -, 0.285206641509434, 1614.9521367521368, 1614.9521367521368, 2.6540893754617807, 1.9467819525167092, 3149.1566666666668, 3149.1566666666668, 0.0382716434477199, 0.37338162905173217, 2.6452905418837833, 2.6452905418837833, 0.31176682176682174, 0.31176682176682174, 0.31176682176682174, 0.6172356119455642, 0.6172356119455642, 0.007632324179472861, 0.007632324179472861
BEL, 1.388204382112701, 0.6559787964396817, 1.0, 1.1503492901433077, 1.1503492901433077, 0.1652624, 1.7546660173503363, 1.646805287982462, 0.6060470337889112, 14.078304426346817, 0.0206578, 1.9937812365784255, 2.342782832884107, 3.839906315639464, 0.0034429666666666667, 0.0044803826882753766, 1.0, 99.15744, 0.7545383043847752, 1.388204382112701, 0.17352545058981977, 3098.67, 8.643189869180777, 8.643189869180777, 2.9461479220742177, 0.23959359855872853, 0.28343978321270535, 137718.66666666666, 2.974720820223344, 1.239468, -, 180.26003490401396, 0.5034785395617613, 0.07607987568123016, 0.07607987568123016, 0.1652624, 0.004183269858885366, 3541.337142857143, 3541.337142857143, 3541.337142857143, 1.7352545058981976, 0.6060470337889112, 0.6060470337889112, 0.6060470337889112, 0.2754373333333333, 0.2754373333333333, -, 0.18708950943396227, 1059.374358974359, 1059.374358974359, 1.7410263541587654, 1.2770476821424046, 2065.78, 2065.78, 0.02510538660660393, 0.24493043163804298, 1.7352545058981976, 1.7352545058981976, 0.20451242451242452, 0.20451242451242452, 0.20451242451242452, 0.4048934738437616, 0.4048934738437616, 0.005006642829288089, 0.005006642829288089
CAN, 1.2067677130828343, 0.5702431444608981, 0.8693011840563856, 1.0, 1.0, 0.1436628, 1.5253332465061498, 1.4315697867534711, 0.5268374040665609, 12.238286707329541, 0.01795785, 1.73319638970703, 2.0365838906131275, 3.338035106850979, 0.002992975, 0.0038948019759435164, 0.8693011840563856, 86.19768, 0.6559210414175825, 1.2067677130828343, 0.15084587966164814, 2693.6775000000002, 7.513535187303004, 7.513535187303004, 2.561089877064377, 0.20827899891943302, 0.24639453915549, 119719.0, 2.585928331257335, 1.077471, -, 156.7002617801047, 0.4376744905880188, 0.066136326012556, 0.066136326012556, 0.1436628, 0.003636521441556438, 3078.4885714285715, 3078.4885714285715, 3078.4885714285715, 1.5084587966164815, 0.5268374040665609, 0.5268374040665609, 0.5268374040665609, 0.239438, 0.239438, -, 0.1626371320754717, 920.9153846153846, 920.9153846153846, 1.5134762711435867, 1.1101390621828549, 1795.7850000000003, 1795.7850000000003, 0.021824142303314118, 0.21291831423439234, 1.5084587966164815, 1.5084587966164815, 0.1777828927828928, 0.1777828927828928, 0.1777828927828928, 0.3519743762290852, 0.3519743762290852, 0.004352280539647548, 0.004352280539647548
CZE, 1.2067677130828343, 0.5702431444608981, 0.8693011840563856, 1.0, 1.0, 0.1436628, 1.5253332465061498, 1.4315697867534711, 0.5268374040665609, 12.238286707329541, 0.01795785, 1.73319638970703, 2.0365838906131275, 3.338035106850979, 0.002992975, 0.0038948019759435164, 0.8693011840563856, 86.19768, 0.6559210414175825, 1.2067677130828343, 0.15084587966164814, 2693.6775000000002, 7.513535187303004, 7.513535187303004, 2.561089877064377, 0.20827899891943302, 0.24639453915549, 119719.0, 2.585928331257335, 1.077471, -, 156.7002617801047, 0.4376744905880188, 0.066136326012556, 0.066136326012556, 0.1436628, 0.003636521441556438, 3078.4885714285715, 3078.4885714285715, 3078.4885714285715, 1.5084587966164815, 0.5268374040665609, 0.5268374040665609, 0.5268374040665609, 0.239438, 0.239438, -, 0.1626371320754717, 920.9153846153846, 920.9153846153846, 1.5134762711435867, 1.1101390621828549, 1795.7850000000003, 1795.7850000000003, 0.021824142303314118, 0.21291831423439234, 1.5084587966164815, 1.5084587966164815, 0.1777828927828928, 0.1777828927828928, 0.1777828927828928, 0.3519743762290852, 0.3519743762290852, 0.004352280539647548, 0.004352280539647548
DNK, 8.400001344000215, 3.9693166530298587, 6.050983163744445, 6.960744187082529, 6.960744187082529, 1.0, 10.617454528981403, 9.9647910715472, 3.6671803978939628, 85.18758305789349, 0.125, 12.064336694725634, 14.176139478091248, 23.23520846629036, 0.020833333333333332, 0.02711072021388638, 6.050983163744445, 600.0, 4.565698576232556, 8.400001344000215, 1.049999580000168, 18750.0, 52.29979637945943, 52.29979637945943, 17.827091474371773, 1.4497768310198116, 1.7150893561554557, 833333.3333333333, 17.99998560001152, 7.5, -, 1090.7504363001744, 3.046540166194859, 0.4603580468468942, 0.4603580468468942, 1.0, 0.025312895485514953, 21428.571428571428, 21428.571428571428, 21428.571428571428, 10.499995800001681, 3.6671803978939628, 3.6671803978939628, 3.6671803978939628, 1.6666666666666667, 1.6666666666666667, -, 1.1320754716981132, 6410.25641025641, 6410.25641025641, 10.534921156650062, 7.727394023942558, 12500.000000000002, 12500.000000000002, 0.15191227167585566, 1.4820699181304577, 10.499995800001681, 10.499995800001681, 1.2375012375012375, 1.2375012375012375, 1.2375012375012375, 2.4500035933386037, 2.4500035933386037, 0.03029511146690408, 0.03029511146690408
FIN, 0.791150206584033, 0.37384823661784583, 0.5699090254851275, 0.6555944429130807, 0.6555944429130807, 0.09418453333333333, 1.0, 0.9385291968378396, 0.3453916744247906, 8.023352756102271, 0.011773066666666667, 1.136273921568943, 1.3351730812122677, 2.188397266300273, 0.001962177777777778, 0.0025534105316754553, 0.5699090254851275, 56.51072, 0.4300181897431277, 0.791150206584033, 0.09889372044251182, 1765.96, 4.925831915427742, 4.925831915427742, 1.6790362912043506, 0.13654655426707982, 0.16153489063446871, 78487.11111111111, 1.695320243743805, 0.706384, -, 102.73182082606166, 0.28693696383431855, 0.043358607808519536, 0.043358607808519536, 0.09418453333333333, 0.002384083248618666, 2018.24, 2018.24, 2018.24, 0.9889372044251182, 0.3453916744247906, 0.3453916744247906, 0.3453916744247906, 0.15697422222222224, 0.15697422222222224, -, 0.106624, 603.7470085470086, 603.7470085470086, 0.9922266328425464, 0.7278010000278187, 1177.3066666666668, 1177.3066666666668, 0.014307786415397017, 0.1395880636064887, 0.9889372044251182, 0.9889372044251182, 0.11655347655347656, 0.11655347655347656, 0.11655347655347656, 0.23075244510358614, 0.23075244510358614, 0.002853330935791676, 0.002853330935791676
FRA, 0.8429681348749016, 0.39833415718705645, 0.6072363304256343, 0.6985338816543554, 0.6985338816543554, 0.10035333333333334, 1.0654969534983805, 1.0, 0.3680137768633189, 8.548857918469805, 0.012544166666666667, 1.2106964017713664, 1.4226228504247171, 2.331730620287125, 0.0020906944444444445, 0.002720651142530878, 0.6072363304256343, 60.212, 0.45818307112019113, 0.8429681348749016, 0.10537095785161688, 1881.625, 5.248458899333352, 5.248458899333352, 1.7890080530914554, 0.14548993758227485, 0.1721149338547205, 83627.77777777778, 1.8063585549131562, 0.75265, -, 109.46044211751018, 0.3057304608115414, 0.046198464527908656, 0.046198464527908656, 0.10035333333333334, 0.0025402334382897108, 2150.4285714285716, 2150.4285714285716, 2150.4285714285716, 1.0537095785161688, 0.3680137768633189, 0.3680137768633189, 0.3680137768633189, 0.16725555555555557, 0.16725555555555557, -, 0.11360754716981132, 643.2905982905983, 643.2905982905983, 1.0572144544736894, 0.7754697482827155, 1254.4166666666667, 1254.4166666666667, 0.015244902836911036, 0.14873065651745188, 1.0537095785161688, 1.0537095785161688, 0.12418737418737419, 0.12418737418737419, 0.12418737418737419, 0.24586602727017334, 0.24586602727017334, 0.0030402154194087145, 0.0030402154194087145
DEU, 2.290588526494164, 1.0823892534191693, 1.6500369513371864, 1.8981188356809602, 1.8981188356809602, 0.27268906666666665, 2.895263765883712, 2.7172895768285388, 1.0, 23.22972251564612, 0.03408613333333333, 3.289812713237151, 3.8656782432171894, 6.335987310478149, 0.0056810222222222215, 0.00739279699178581, 1.6500369513371864, 163.61343999999997, 1.2450160834341844, 2.290588526494164, 0.2863234054706378, 5112.919999999999, 14.261582661571502, 14.261582661571502, 4.8612529355277285, 0.3953382909257501, 0.4676861157799654, 227240.88888888888, 4.908399273280581, 2.045168, -, 297.435718440954, 0.8307581944821876, 0.12553460612716918, 0.12553460612716918, 0.27268906666666665, 0.006902549844575952, 5843.337142857143, 5843.337142857143, 5843.337142857143, 2.863234054706378, 1.0, 1.0, 1.0, 0.45448177777777776, 0.45448177777777776, -, 0.3087046037735849, 1748.0068376068375, 1748.0068376068375, 2.872757817613826, 2.1071758641544736, 3408.6133333333332, 3408.6133333333332, 0.04142481557850218, 0.4041442627097376, 2.863234054706378, 2.863234054706378, 0.3374530574530574, 0.3374530574530574, 0.3374530574530574, 0.6680891931974833, 0.6680891931974833, 0.008261145670472704, 0.008261145670472704
GRC, 0.09860593577694972, 0.0465950143265869, 0.07103128116256328, 0.08171078386332438, 0.08171078386332438, 0.011738799999999999, 0.1246361752248069, 0.11697468943067825, 0.04304829725479765, 1.0, 0.0014673499999999999, 0.14162083559204525, 0.16641086610541753, 0.2727534651440892, 0.0002445583333333333, 0.0003182473224467694, 0.07103128116256328, 7.043279999999999, 0.05359582244667872, 0.09860593577694972, 0.012325735069705971, 220.10249999999996, 0.6139368497391983, 0.6139368497391983, 0.20926866139935535, 0.017018640263975364, 0.02013309093403766, 9782.333333333332, 0.2112982309614152, 0.088041, -, 12.804101221640488, 0.03576272570292821, 0.005404051040326321, 0.005404051040326321, 0.011738799999999999, 0.0002971430175253629, 251.54571428571427, 251.54571428571427, 251.54571428571427, 0.12325735069705972, 0.04304829725479765, 0.04304829725479765, 0.04304829725479765, 0.019564666666666664, 0.019564666666666664, -, 0.01328920754716981, 75.24871794871794, 75.24871794871794, 0.12366733247368375, 0.09071033296825688, 146.735, 146.735, 0.0017832677747485343, 0.017397722354949817, 0.12325735069705972, 0.12325735069705972, 0.014526779526779526, 0.014526779526779526, 0.014526779526779526, 0.028760102181483196, 0.028760102181483196, 0.0003556282544876936, 0.0003556282544876936
